ID,Lat,Long,District,Cx_T1,Cx_V1,Cx_Q1,Cx_T2,Cx_V2,Cx_Q2,Sum_CT1,Sum_CV1,Sum_CQ1,Sum_Cx
03 - 054,21.06083333,105.7661111,Bac Tu Liem,19,8,0,23,10,2,42,18,2,62
03 - 055,21.05777778,105.76,Bac Tu Liem,1,0,0,0,0,1,1,0,1,2
03 - 056,21.08444444,105.7783333,Bac Tu Liem,1,0,0,0,0,0,1,0,0,1
03 - 057,21.03861111,105.7566667,Bac Tu Liem,5,2,1,30,0,0,35,2,1,38
03 - 058,21.03861111,105.7563889,Bac Tu Liem,11,0,0,29,0,0,40,0,0,40
03 - 059,21.04972222,105.7502778,Bac Tu Liem,0,0,0,0,0,0,0,0,0,0
03 - 060,21.05722222,105.76,Bac Tu Liem,3,0,0,0,8,0,3,8,0,11
03 - 061,21.04972222,105.7475,Bac Tu Liem,0,0,0,0,0,0,0,0,0,0
03 - 062,21.04222222,105.7586111,Bac Tu Liem,0,0,3,0,0,0,0,0,3,3
03 - 063,21.04361111,105.7488889,Bac Tu Liem,0,0,1,1,0,1,1,0,2,3
03 - 064,21.08861111,105.7727778,Bac Tu Liem,1,2,3,0,0,0,1,2,3,6
03 - 065,21.0875,105.7725,Bac Tu Liem,0,1,1,6,5,1,6,6,2,14
03 - 066,21.0875,105.7722222,Bac Tu Liem,0,0,0,6,1,1,6,1,1,8
03 - 067,21.09027778,105.7727778,Bac Tu Liem,0,0,0,1,1,0,1,1,0,2
03 - 068,21.09083333,105.7738889,Bac Tu Liem,2,1,0,0,0,1,2,1,1,4
03 - 069,21.09055556,105.7758333,Bac Tu Liem,0,0,0,0,0,2,0,0,2,2
03 - 070,21.09055556,105.7755556,Bac Tu Liem,3,0,2,5,0,4,8,0,6,14
03 - 071,21.09055556,105.7747222,Bac Tu Liem,0,1,2,0,0,0,0,1,2,3
03 - 072,21.09083333,105.7747222,Bac Tu Liem,0,0,0,0,0,0,0,0,0,0
03 - 073,21.09055556,105.7761111,Bac Tu Liem,0,0,0,1,0,1,1,0,1,2
03 - 074,21.09055556,105.7744444,Bac Tu Liem,0,0,0,2,0,1,2,0,1,3
03 - 075,21.09055556,105.775,Bac Tu Liem,0,0,0,0,0,5,0,0,5,5
03 - 084,21.08777778,105.7830556,Bac Tu Liem,14,0,0,1,0,0,15,0,0,15
03 - 085,21.08805556,105.7838889,Bac Tu Liem,2,0,1,5,0,0,7,0,1,8
03 - 086,21.08916667,105.8097222,Bac Tu Liem,0,0,0,0,0,0,0,0,0,0
03 - 087,21.09,105.7783333,Bac Tu Liem,1,0,1,0,0,0,1,0,1,2
03 - 088,21.09027778,105.7783333,Bac Tu Liem,1,0,0,0,0,0,1,0,0,1
03 - 089,21.09,105.7786111,Bac Tu Liem,0,0,0,0,0,0,0,0,0,0
03 - 090,21.07805556,105.7766667,Bac Tu Liem,0,0,2,0,2,0,0,2,2,4
03 - 091,21.07805556,105.7769444,Bac Tu Liem,0,0,1,114,20,1,114,20,2,136
03 - 092,21.07944444,105.7775,Bac Tu Liem,0,0,0,21,1,0,21,1,0,22
03 - 093,21.08583333,105.7766667,Bac Tu Liem,1,1,0,0,0,0,1,1,0,2
03 - 094,21.07555556,105.7752778,Bac Tu Liem,0,0,0,0,1,0,0,1,0,1
03 - 095,21.07805556,105.7691667,Bac Tu Liem,1,1,0,0,0,0,1,1,0,2
03 - 096,21.07916667,105.7766667,Bac Tu Liem,0,0,0,0,0,0,0,0,0,0
03 - 097,21.05194444,105.7875,Bac Tu Liem,0,0,0,1,1,1,1,1,1,3
03- 098,21.05194444,105.7869444,Bac Tu Liem,0,0,0,0,0,0,0,0,0,0
03 - 099,21.06111111,105.7672222,Bac Tu Liem,0,0,1,1,0,0,1,0,1,2
03 - 100,21.06583333,105.7586111,Bac Tu Liem,2,0,0,1,0,0,3,0,0,3
03 - 101,21.06333333,105.7691667,Bac Tu Liem,0,0,3,4,0,0,4,0,3,7
03 - 102,21.05916667,105.7783333,Bac Tu Liem,0,0,0,0,0,1,0,0,1,1
03 - 103,21.05888889,105.7783333,Bac Tu Liem,0,0,0,0,0,0,0,0,0,0
03 - 104,21.0525,105.7766667,Bac Tu Liem,0,0,0,1,0,0,1,0,0,1
03 - 106,21.07138889,105.7927778,Bac Tu Liem,0,0,1,0,0,0,0,0,1,1
03 - 107,21.07138889,105.7930556,Bac Tu Liem,0,1,1,0,0,0,0,1,1,2
03 - 108,21.07,105.7963889,Bac Tu Liem,0,0,0,0,0,0,0,0,0,0
03 - 109,21.07083333,105.7958333,Bac Tu Liem,0,0,0,0,0,0,0,0,0,0
03 - 110,21.07166667,105.7894444,Bac Tu Liem,0,0,1,0,0,0,0,0,1,1
03 - 111,21.07333333,105.7891667,Bac Tu Liem,4,3,2,21,5,0,25,8,2,35
03 - 112,21.07777778,105.7813889,Bac Tu Liem,139,15,16,88,10,0,227,25,16,268
03 - 113,21.07777778,105.7811111,Bac Tu Liem,132,6,20,0,1,0,132,7,20,159
03 - 114,21.07638889,105.7847222,Bac Tu Liem,0,21,,4,0,0,4,21,0,25
03 - 115,21.07722222,105.7822222,Bac Tu Liem,118,12,1,6,0,0,124,12,1,137
03 - 116,21.07055556,105.8,Bac Tu Liem,0,0,0,1,0,0,1,0,0,1
04 - 001,20.93583333,105.7258333,Ha Dong,1,0,1,0,0,2,1,0,3,4
04 - 002,20.93611111,105.7261111,Ha Dong,4,0,5,2,0,0,6,0,5,11
04 - 003,20.93611111,105.7288889,Ha Dong,1,0,0,1,0,0,2,0,0,2
04 - 004,20.93638889,105.7266667,Ha Dong,9,0,5,4,0,2,13,0,7,20
04 - 005,20.93583333,105.7261111,Ha Dong,2,0,1,4,0,1,6,0,2,8
04 - 006,20.93222222,105.7230556,Ha Dong,0,0,0,34,0,2,34,0,2,36
04 - 007,20.925,105.7233333,Ha Dong,15,0,56,0,0,12,15,0,68,83
04 - 008,20.92472222,105.735,Ha Dong,58,0,6,700,0,13,758,0,19,777
04 - 009,20.9325,105.7227778,Ha Dong,3,0,0,0,0,1,3,0,1,4
04 - 010,20.93361111,105.725,Ha Dong,2,0,3,0,0,3,2,0,6,8
04 - 011,20.93361111,105.7252778,Ha Dong,0,0,2,8,0,0,8,0,2,10
04 - 012,20.93583333,105.7261111,Ha Dong,9,0,14,1,0,0,10,0,14,24
04 - 013,20.93361111,105.7255556,Ha Dong,1,0,2,1,0,0,2,0,2,4
04 - 014,20.93,105.7133333,Ha Dong,5,0,8,0,0,0,5,0,8,13
04 - 015,20.92972222,105.7138889,Ha Dong,105,0,9,0,0,0,105,0,9,114
04 - 016,20.93388889,105.7052778,Ha Dong,9,0,0,0,0,0,9,0,0,9
04 - 017,20.925,105.7233333,Ha Dong,6,0,12,2,0,5,8,0,17,25
04 - 018,20.925,105.7238889,Ha Dong,7,0,7,0,0,0,7,0,7,14
04 - 019,20.92111111,105.7269444,Ha Dong,2,0,15,2,0,3,4,0,18,22
04 - 020,20.925,105.7347222,Ha Dong,0,0,0,4,0,6,4,0,6,10
04 - 021,20.93,105.7311111,Ha Dong,17,2,9,40,11,1,57,13,10,80
04 - 022,20.93472222,105.7316667,Ha Dong,11,20,0,50,18,0,61,38,0,99
04 - 023,20.93472222,105.7313889,Ha Dong,150,4,0,13,0,0,163,4,0,167
04 - 024,20.94138889,105.7344444,Ha Dong,27,5,0,1,1,0,28,6,0,34
04 - 025,20.93444444,105.7319444,Ha Dong,2,0,0,0,0,0,2,0,0,2
04 - 026,20.94083333,105.7341667,Ha Dong,1,0,0,0,0,1,1,0,1,2
04 - 027,20.93777778,105.7288889,Ha Dong,0,1,0,3,1,0,3,2,0,5
04 - 028,20.93444444,105.7361111,Ha Dong,18,8,0,39,31,1,57,39,1,97
04 - 029,20.93444444,105.7319444,Ha Dong,3,0,0,1300,5,1,1303,5,1,1309
04 - 030,20.93583333,105.7363889,Ha Dong,47,4,4,171,0,1,218,4,5,227
04 - 031,20.91527778,105.7405556,Ha Dong,1,2,1,0,0,0,1,2,1,4
04 - 032,20.91555556,105.7405556,Ha Dong,9,0,0,3,3,1,12,3,1,16
04 - 033,20.91555556,105.7411111,Ha Dong,5,3,0,7,6,0,12,9,0,21
04 - 034,20.91527778,105.7411111,Ha Dong,1,1,0,0,0,0,1,1,0,2
04 - 035,20.91555556,105.7408333,Ha Dong,0,0,0,3,0,0,3,0,0,3
04 - 036,20.915,105.7408333,Ha Dong,1,1,0,3,1,0,4,2,0,6
04 - 037,20.91555556,105.7413889,Ha Dong,1,0,0,3,2,1,4,2,1,7
04 - 038,20.91611111,105.7411111,Ha Dong,0,0,0,9,6,0,9,6,0,15
04 - 039,20.91472222,105.7402778,Ha Dong,0,0,0,2,0,1,2,0,1,3
04 - 040,20.91416667,105.7402778,Ha Dong,2,0,1,7,4,0,9,4,1,14
04 - 041,20.91472222,105.7397222,Ha Dong,1,0,1,2,2,1,3,2,2,7
04 - 042,20.91472222,105.7388889,Ha Dong,3,0,0,1,1,0,4,1,0,5
04 - 043,20.91444444,105.7411111,Ha Dong,0,2,0,11,1,1,11,3,1,15
04 - 044,20.91444444,105.7405556,Ha Dong,8,7,0,1,0,0,9,7,0,16
04 - 045,20.915,105.7413889,Ha Dong,19,5,0,7,3,1,26,8,1,35
04 - 046,20.91416667,105.7416667,Ha Dong,1,0,0,1,1,0,2,1,0,3
04 - 047,20.91472222,105.7416667,Ha Dong,0,0,0,350,91,2,350,91,2,443
04 - 048,20.91777778,105.7352778,Ha Dong,1,1,0,6,7,1,7,8,1,16
04 - 049,20.91472222,105.7402778,Ha Dong,0,0,0,0,3,0,0,3,0,3
04 - 050,20.91472222,105.74,Ha Dong,0,0,0,2,0,0,2,0,0,2
04 - 051,20.98777778,105.7402778,Ha Dong,10,14,20,206,7,3,216,21,23,260
04 - 052,20.98777778,105.7416667,Ha Dong,0,0,1,3,4,15,3,4,16,23
04 - 053,20.9875,105.7419444,Ha Dong,0,0,0,0,0,11,0,0,11,11
04 - 054,20.98805556,105.7425,Ha Dong,12,8,8,0,0,0,12,8,8,28
04 - 055,20.98805556,105.7427778,Ha Dong,93,22,3,37,19,1,130,41,4,175
04 - 056,20.98861111,105.7436111,Ha Dong,19,16,3,2,0,0,21,16,3,40
04 - 057,20.98833333,105.7425,Ha Dong,0,0,0,4,0,1,4,0,1,5
04 - 058,20.98805556,105.7422222,Ha Dong,0,1,12,0,0,0,0,1,12,13
04 - 059,20.98805556,105.7419444,Ha Dong,13,15,15,0,0,0,13,15,15,43
04 - 060,20.98805556,105.7416667,Ha Dong,0,0,3,0,0,2,0,0,5,5
04 - 061,20.9875,105.7405556,Ha Dong,5,9,108,0,0,0,5,9,108,122
04 - 062,20.98833333,105.7422222,Ha Dong,0,0,0,1,0,0,1,0,0,1
04 - 063,20.94944444,105.7169444,Ha Dong,3,0,2,58,0,1,61,0,3,64
04 - 064,20.94666667,105.7197222,Ha Dong,19,0,6,0,0,2,19,0,8,27
04 - 065,20.94666667,105.72,Ha Dong,1,0,0,3,0,0,4,0,0,4
04 - 066,20.945,105.7197222,Ha Dong,4,0,5,1,0,4,5,0,9,14
04 - 067,20.94722222,105.7280556,Ha Dong,12,0,2,0,0,0,12,0,2,14
04 - 068,20.95333333,105.7388889,Ha Dong,0,0,0,0,0,0,0,0,0,0
04 - 069,20.95305556,105.7411111,Ha Dong,8,0,5,0,0,0,8,0,5,13
04 - 070,20.95166667,105.7358333,Ha Dong,5,0,0,12,0,2,17,0,2,19
04 - 071,20.95194444,105.7402778,Ha Dong,5,0,1,0,0,0,5,0,1,6
04 - 072,20.95277778,105.7358333,Ha Dong,858,0,0,0,33,0,858,33,0,891
04 - 073,20.93944444,105.7644444,Ha Dong,5,1,3,10,12,5,15,13,8,36
04 - 074,20.93944444,105.7644444,Ha Dong,0,0,0,12,8,6,12,8,6,26
04 - 075,20.93777778,105.7647222,Ha Dong,8,1,4,14,26,0,22,27,4,53
04 - 076,20.93833333,105.7644444,Ha Dong,1,1,0,83,18,2,84,19,2,105
04 - 077,20.9375,105.7636111,Ha Dong,1,1,1,16,3,1,17,4,2,23
04 - 078,20.93722222,105.7636111,Ha Dong,0,0,0,2,4,1,2,4,1,7
04 - 079,20.93638889,105.7638889,Ha Dong,2,1,2,2,6,8,4,7,10,21
04 - 080,20.93722222,105.7630556,Ha Dong,8,4,3,2,3,5,10,7,8,25
04 - 081,20.93722222,105.7627778,Ha Dong,0,0,0,0,0,0,0,0,0,0
04 - 082,20.93694444,105.7630556,Ha Dong,0,0,0,6,6,32,6,6,32,44
04 - 083,20.93777778,105.7647222,Ha Dong,5,3,16,7,3,0,12,6,16,34
04 - 084,20.93416667,105.7680556,Ha Dong,0,0,0,2,0,0,2,0,0,2
04 - 085,20.93361111,105.7683333,Ha Dong,3,0,1,3,0,0,6,0,1,7
04 - 086,20.93416667,105.7669444,Ha Dong,7,0,3,4,0,1,11,0,4,15
04 - 087,20.93416667,105.7666667,Ha Dong,1,0,0,0,0,0,1,0,0,1
04 - 088,20.93416667,105.7669444,Ha Dong,0,0,0,0,0,0,0,0,0,0
04 - 089,20.93444444,105.7672222,Ha Dong,20,0,0,28,0,6,48,0,6,54
04 - 090,20.94333333,105.7638889,Ha Dong,7,0,2,5,0,1,12,0,3,15
04 - 091,20.94277778,105.7636111,Ha Dong,6,0,1,18,0,3,24,0,4,28
04 - 092,20.94277778,105.7633333,Ha Dong,18,0,1,1,0,2,19,0,3,22
04 - 093,20.9425,105.7636111,Ha Dong,1,0,0,0,0,1,1,0,1,2
04 - 094,20.94333333,105.7638889,Ha Dong,0,0,0,0,0,0,0,0,0,0
04 - 095,20.96083333,105.7947222,Ha Dong,0,0,0,18,10,2,18,10,2,30
04 - 096,20.96083333,105.7958333,Ha Dong,2,3,1,0,0,0,2,3,1,6
04 - 097,20.95861111,105.7952778,Ha Dong,0,0,1,0,0,0,0,0,1,1
04 - 098,20.95944444,105.7972222,Ha Dong,0,1,2,137,7,6,137,8,8,153
04 - 099,20.95972222,105.7966667,Ha Dong,0,0,0,7,1,1,7,1,1,9
04 - 100,20.96,105.7947222,Ha Dong,0,0,0,0,0,0,0,0,0,0
04 - 101,20.95972222,105.7972222,Ha Dong,3,0,3,2,0,0,5,0,3,8
04 - 102,20.95916667,105.7975,Ha Dong,0,0,0,0,0,0,0,0,0,0
05 - 001,21.03805556,105.8077778,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 002,21.03972222,105.8075,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 003,21.03888889,105.8075,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 004,21.03916667,105.8077778,Ba Dinh,0,0,1,0,0,0,0,0,1,1
05 - 005,21.03888889,105.8086111,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 006,21.0425,105.8191667,Ba Dinh,0,0,7,0,0,0,0,0,7,7
05 - 007,21.04166667,105.8186111,Ba Dinh,0,0,1,0,0,0,0,0,1,1
05 - 008,21.04055556,105.8197222,Ba Dinh,0,0,1,0,0,0,0,0,1,1
05 - 009,21.04166667,105.8191667,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 010,21.0425,105.8166667,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 011,21.03916667,105.8147222,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 012,21.03944444,105.815,Ba Dinh,0,0,6,0,0,0,0,0,6,6
05 - 013,21.04277778,105.8086111,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 014,21.04055556,105.8105556,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 015,21.04111111,105.8152778,Ba Dinh,0,0,1,0,0,0,0,0,1,1
05 - 016,21.03944444,105.815,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 017,21.03944444,105.8152778,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 018,21.03944444,105.8155556,Ba Dinh,0,0,5,0,0,0,0,0,5,5
05 - 019,21.03916667,105.7652778,Ba Dinh,0,0,1,0,0,1,0,0,2,2
05 - 020,21.03833333,105.8152778,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 021,21.03861111,105.815,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 022,21.03861111,105.8152778,Ba Dinh,0,0,1,0,0,0,0,0,1,1
05 - 023,21.03861111,105.8152778,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 024,21.04416667,105.8422222,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 025,21.04444444,105.8408333,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 026,21.04611111,105.8419444,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 027,21.05111111,105.8394444,Ba Dinh,0,0,3,0,0,0,0,0,3,3
05 - 028,21.04694444,105.8413889,Ba Dinh,0,0,1,0,0,0,0,0,1,1
05 - 029,21.04972222,105.8394444,Ba Dinh,0,0,0,0,0,1,0,0,1,1
05 - 030,21.04972222,105.8402778,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 031,21.04972222,105.8405556,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 032,21.04222222,105.8458333,Ba Dinh,0,0,8,0,0,0,0,0,8,8
05 - 033,21.0425,105.8455556,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 034,21.04222222,105.8461111,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 035,21.02416667,105.8202778,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 036,21.02416667,105.8127778,Ba Dinh,0,0,1,0,0,0,0,0,1,1
05 - 037,21.0225,105.8125,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 038,21.02194444,105.8125,Ba Dinh,1,0,1,0,0,0,1,0,1,2
05 - 039,21.02361111,105.8130556,Ba Dinh,0,0,1,0,0,0,0,0,1,1
05 - 040,21.02416667,105.8183333,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 041,21.02416667,105.8205556,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 042,21.02416667,105.8136111,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 043,21.02416667,105.8175,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 044,21.02416667,105.8177778,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 045,21.04222222,105.8444444,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 046,21.04777778,105.8472222,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 047,21.04305556,105.8516667,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 048,21.04194444,105.8497222,Ba Dinh,2,0,0,0,0,0,2,0,0,2
05 - 049,21.04194444,105.8497222,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 050,21.0425,105.85,Ba Dinh,0,0,0,0,0,0,0,0,0,0
05 - 051,21.04277778,105.8502778,Ba Dinh,0,0,0,0,0,0,0,0,0,0
06 - 001,21.04388889,105.78,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 002,21.04361111,105.7797222,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 003,21.04361111,105.78,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 004,21.04361111,105.7802778,Cau Giay,1,0,3,0,0,0,1,0,3,4
06 - 005,21.04333333,105.7808333,Cau Giay,0,0,18,0,0,0,0,0,18,18
06 - 006,21.04222222,105.7808333,Cau Giay,0,0,1,0,0,0,0,0,1,1
06 - 007,21.04222222,105.7805556,Cau Giay,0,0,8,0,0,1,0,0,9,9
06 - 008,21.04222222,105.7802778,Cau Giay,0,0,1,0,0,14,0,0,15,15
06 - 009,21.0425,105.7797222,Cau Giay,0,0,1,0,0,0,0,0,1,1
06 - 010,21.04222222,105.7797222,Cau Giay,0,0,0,0,0,6,0,0,6,6
06 - 011,21.04222222,105.7802778,Cau Giay,0,0,1,0,0,0,0,0,1,1
06 - 012,21.0425,105.7963889,Cau Giay,0,0,4,0,0,0,0,0,4,4
06 - 013,21.05638889,105.8086111,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 014,21.05666667,105.8086111,Cau Giay,0,0,2,0,0,43,0,0,45,45
06 - 015,21.05611111,105.8086111,Cau Giay,0,0,0,0,0,9,0,0,9,9
06 - 016,21.05611111,105.8088889,Cau Giay,0,0,1,0,0,2,0,0,3,3
06 - 017,21.05694444,105.8083333,Cau Giay,0,1,23,0,0,0,0,1,23,24
06 - 018,21.05694444,105.8083333,Cau Giay,0,0,1,0,0,1,0,0,2,2
06 - 019,21.05722222,105.8083333,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 020,21.055,105.8083333,Cau Giay,0,0,1,0,0,0,0,0,1,1
06 - 021,21.055,105.8083333,Cau Giay,0,1,1,0,0,1,0,1,2,3
06 - 022,21.05444444,105.8122222,Cau Giay,0,1,1,0,0,0,0,1,1,2
06 - 023,21.05444444,105.8122222,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 024,21.05416667,105.8075,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 025,21.055,105.8080556,Cau Giay,0,0,1,0,0,2,0,0,3,3
06 - 026,21.03305556,105.8036111,Cau Giay,0,0,0,0,0,1,0,0,1,1
06 - 027,21.03305556,105.8036111,Cau Giay,1,1,0,0,0,1,1,1,1,3
06 - 028,21.03305556,105.8038889,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 029,21.03305556,105.8163889,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 030,21.03305556,105.8036111,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 031,21.03305556,105.8036111,Cau Giay,0,0,1,0,0,0,0,0,1,1
06 - 032,21.03361111,105.8033333,Cau Giay,0,0,0,0,0,2,0,0,2,2
06 - 033,21.03305556,105.8019444,Cau Giay,0,0,0,0,0,1,0,0,1,1
06 - 034,21.03305556,105.8036111,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 035,21.03305556,105.8041667,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 036,21.03305556,105.8038889,Cau Giay,1,0,0,0,0,1,1,0,1,2
06 - 037,21.03277778,105.8036111,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 038,21.0325,105.8041667,Cau Giay,0,0,3,0,0,0,0,0,3,3
06 - 039,21.03305556,105.8036111,Cau Giay,0,0,2,0,0,0,0,0,2,2
06 - 040,21.02388889,105.7947222,Cau Giay,0,0,0,1,0,0,1,0,0,1
06 - 041,21.02416667,105.795,Cau Giay,0,0,1,0,0,1,0,0,2,2
06 - 042,21.02388889,105.795,Cau Giay,1,0,1,0,0,0,1,0,1,2
06 - 043,21.02388889,105.7952778,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 044,21.02277778,105.7944444,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 045,21.02472222,105.7947222,Cau Giay,0,0,0,0,0,5,0,0,5,5
06 - 046,21.02388889,105.7947222,Cau Giay,0,0,1,0,0,0,0,0,1,1
06 - 047,21.02138889,105.7947222,Cau Giay,0,0,0,0,0,1,0,0,1,1
06 - 048,21.02388889,105.7938889,Cau Giay,0,0,1,0,0,0,0,0,1,1
06 - 049,21.02416667,105.7947222,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 050,21.02222222,105.795,Cau Giay,0,0,0,0,0,0,0,0,0,0
06 - 051,21.02388889,105.7947222,Cau Giay,0,0,0,0,0,0,0,0,0,0
